,title,overview,release_date,vote_avg,original_language,vote_count,popularity
1075,Demon Slayer the Movie: Mugen Train,"Tanjirō Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, board the Infinity Train on a new mission with the Fire Hashira, Kyōjurō Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",2020-10-16,0.0,ja,0,41.533
1076,Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",2013-06-12,6.5,en,11411,41.521
1077,Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",2010-02-14,8.2,en,16475,41.513
1078,The Drug King,"Busan, South Korea, 1970s. Lee Doo-sam is a small-time smuggler. After helping a drug gang to smuggle meth, he falls into the dark crime world. Quick-witted and full of ambition, he eventually takes over the drug underworld and starts to lead a double life: a good community leader during the day but an infamous drug lord during the night.",2018-12-19,6.3,ko,48,41.511
1079,Storks,"Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...",2016-09-22,6.6,en,1613,41.499
1080,The Blind Side,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",2009-11-20,7.6,en,3914,41.439
1081,7500,"When terrorists try to seize control of a Berlin-Paris flight, a soft-spoken young American co-pilot struggles to save the lives of the passengers and crew while forging a surprising connection with one of the hijackers.",2019-12-26,6.0,en,309,41.419
1082,Dunkirk,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",2017-07-19,7.4,en,11787,41.414
1083,The Family,"The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.",2013-09-13,6.3,en,2110,41.366
1084,The Ash Lad: In the Hall of the Mountain King,"Espen “Ash Lad”, a poor farmer’s son, embarks on a dangerous quest with his brothers to save the princess from a vile troll known as the Mountain King – in order to collect a reward and save his family’s farm from ruin.",2017-09-29,6.6,no,155,41.322
1085,In This Corner of the World,"Japan, 1943, during World War II. Young Suzu leaves her village near Hiroshima to marry and live with her in-laws in Kure, a military harbor. Her creativity to overcome deprivation quickly makes her indispensable at home. Inhabited by an ancestral wisdom, Suzu impregnates the simple gestures of everyday life with poetry and beauty. The many hardships, the loss of loved ones, the frequent air raids of the enemy, nothing alters her enthusiasm…",2016-11-12,8.0,ja,288,41.302
1086,Saw 3D,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",2010-10-21,6.0,en,1934,41.259
1087,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",1994-09-23,8.7,en,17281,41.257
1088,Bride of Chucky,"Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts.",1998-10-16,5.9,en,1057,41.239
1089,Peter Rabbit,Peter Rabbit's feud with Mr. McGregor escalates to greater heights than ever before as they rival for the affections of the warm-hearted animal lover who lives next door.,2018-02-07,6.7,en,1044,41.223
1090,"Ninja Escapades: Creation of Akatsuki, The Two Uchiha, The Far Reaches of Hope",,2014-09-11,6.3,ja,4,41.212
1091,The Terminator,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",1984-10-26,7.6,en,8717,41.207
1092,Scooby-Doo! and the Curse of the 13th Ghost,"Mystery Inc. withdraws from solving crimes after botching a case. When Vincent Van Ghoul contacts the gang about an unfinished investigation from Daphne, Shaggy and Scooby's past, the gang springs into action to finish the job that involves catching the 13th Ghost that escaped from the Chest of Demons and is still at large.",2019-02-05,7.8,en,145,41.206
1093,Final Destination,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",2000-03-17,6.5,en,3528,41.193
1094,Underworld: Blood Wars,"Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.",2016-11-24,5.7,en,2722,41.188
1095,Brahms: The Boy II,"After a family moves into the Heelshire Mansion, their young son soon makes friends with a life-like doll called Brahms.",2020-02-20,6.3,en,592,41.143
1096,Axcellerator,"When a young car thief stumbles on the invention of the century (and the various government agencies that want to kill him), he and a sassy checkout clerk named Kate have the adventure of a lifetime.",2019-05-18,6.2,en,30,41.142
1097,A Dog's Purpose,A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.,2017-01-19,7.5,en,2225,41.142
1098,Cindy La Regia,"When Cindy decides that she doesn't want to marry her boyfriend, she runs to Mexico City, where new friendships and unexpected paths teach her that there are so much more possibilities on her life and her talent than she imagines.",2020-01-24,7.9,es,160,41.121
1099,Alien Warfare,A team of Navy Seals investigates a mysterious science outpost only to have to combat a squad of powerful alien soldiers.,2019-04-05,3.9,en,71,41.019
1100,Ghostbusters,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",2016-07-14,5.4,en,4627,41.005
1101,The Incredible Hulk,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",2008-06-12,6.2,en,7943,40.993
1102,Ted,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",2012-06-29,6.4,en,9201,40.991
1103,Vico C: The Life Of A Philosopher,"A biographical film based on the story of the singer, songwriter and pioneer of urban music in Spanish. From his humble beginnings until his jump to international fame. The harsh experiences of a warrior of life that changed the perspective of music in the world.",2017-08-17,7.9,es,49,40.965
